"ID","LANGUAGE","CONCEPT","FORM","COMMENTS","SOURCE"
1161,"Inga","CONDITIONAL","ntra","","tandioy1978"
1162,"Inga","CONTINUATIVE","raya","sin interrupción, uniforme","tandioy1978"
1163,"Inga","CONTRASTIVE","c, ca","llevé a Pacho. A María no","tandioy1978"
1164,"Inga","DATIVE/ILATIVE","ma, pagma","","tandioy1978"
1165,"Inga","DESIRATIVE","naya","","tandioy1978"
1166,"Inga","DESPECTIVE","ag, ash, ans","personas despreciadas","tandioy1978"
1167,"Inga","DIMINUTIVE","tum","","tandioy1978"
1168,"Inga","DURATIVE","cu, nacu","nacu para plural","tandioy1978"
1169,"Inga","EMPHATIC","llata, tata","esa misma noche, ese mismo rio","tandioy1978"
1170,"Inga","EVIDENTIAL CONJECTURAL","char","","tandioy1978"
1171,"Inga","EVIDENTIAL DIRECT","mi","","tandioy1978"
1172,"Inga","EVIDENTIAL REPORTATIVE","si","","tandioy1978"
1173,"Inga","FRUSTRATIVE","ma","hubera llevado; aspecto verbal","tandioy1978"
1174,"Inga","GENITIVE","pa","","tandioy1978"
1175,"Inga","IMPERATIVE","y, ychi","sg/plural","tandioy1978"
1176,"Inga","IMPERATIVE 1P","sunchu, nacusunchi","sg/pl","tandioy1978"
1177,"Inga","INCEPTIVE","ri","","tandioy1978"
1178,"Inga","INCHOATIVE","ya","","tandioy1978"
1179,"Inga","INFINITIVE","y","","tandioy1978"
1180,"Inga","INJUNCTIVE","chu","","tandioy1978"
1181,"Inga","INSTRUMENTAL-COMITATIVE","hua","","tandioy1978"
1182,"Inga","LIMITATIVE/AFECTIVE","cama, pagcama","pag: personas","tandioy1978"
1183,"Inga","LOCATIVE","pi, pagpi","pag: personas","tandioy1978"
1184,"Inga","NEGATION","chu","","tandioy1978"
1185,"Inga","NOMINALIZER NA","nga","nqa?","tandioy1978"
1186,"Inga","PAST TENSE","rqa","","tandioy1978"
1187,"Inga","PERFECT","sca","","tandioy1978"
1188,"Inga","PERFECTIVIZER","sca","","tandioy1978"
1189,"Inga","PLURAL","cuna","","tandioy1978"
1190,"Inga","POOR","jim, ajim","“pobre hombrecito”","tandioy1978"
1191,"Inga","POSSESSIVE","yug","","tandioy1978"
1192,"Inga","POTENTIALIS","ngapa","+ kay; voy a llevar, iba a llevar (karquani)","tandioy1978"
1193,"Inga","PURPOSIVE","ngapa","subordination","tandioy1978"
1194,"Inga","REASON","chi","","tandioy1978"
1195,"Inga","RELATIONAL","ndi","cayandi: al dia siguiente (dia que tiene relación con otro)","tandioy1978"
1196,"Inga","RESTRICTIVE","lla","","tandioy1978"
1197,"Inga","SUBORDINATOR CONSEQUENCE","gta","limitative= bebió hasta que se emborrachó; direct consequence from main verb","tandioy1978"
1198,"Inga","SUBORDINATOR IDSUB","spa","","tandioy1978"
1199,"Inga","SUBORDINATOR SAME-TIME","hora","prestado del castellano","tandioy1978"
1200,"Inga","SUBORIDNATOR DIFFSUB","gpi","","tandioy1978"
1201,"Inga","SURROUNDINGS","nig","","tandioy1978"
1202,"Inga","TRANSLOCATIVE","pu","","tandioy1978"
1203,"Inga","VERB COMPLEMENT 1S","hua","me llevó; complemento del verbo en la primera persona","tandioy1978"
1204,"Laraos","1 OBJECT","wa","","taylor1990"
1205,"Laraos","1 SUBJECT 2 OBJECT ","yki","","taylor1990"
1206,"Laraos","1PL POSSESSOR","nchik","","taylor1990"
1207,"Laraos","1PL VERBAL","nchik","","taylor1990"
1208,"Laraos","1PL VERBAL FUTURE","sun","","taylor1990"
1209,"Laraos","1S POSSESSOR","tanta-y","","taylor1990"
1210,"Laraos","1S SUBJECT 2S OBJECT FUTURE","sqayki","","taylor1990"
1211,"Laraos","1S VERBAL","ka-ni","","taylor1990"
1212,"Laraos","1S VERBAL FUTURE","saq","","taylor1990"
1213,"Laraos","2S POSSESSOR","yki","","taylor1990"
1214,"Laraos","2S VERBAL","nki","","taylor1990"
1215,"Laraos","3S POSSESSOR","n ","","taylor1990"
1216,"Laraos","3S SUBJECT 1PL OBJECT","wanchik","","taylor1990"
1217,"Laraos","3S SUBJECT 2S OBJECT","sunki","","taylor1990"
1218,"Laraos","3S VERBAL","n ","","taylor1990"
1219,"Laraos","ABLATIVE","manta","","taylor1990"
1220,"Laraos","ACCUSATIVE","ta ","","taylor1990"
1221,"Laraos","ADDITIVE","pis","","taylor1990"
1222,"Laraos","AGENTIVE","q","","taylor1990"
1223,"Laraos","BENEFACTIVE","paq","","taylor1990"
1224,"Laraos","CAUSATIVE","chi ","factitivo","taylor1990"
1225,"Laraos","CONTINUATIVE","raq","aspectual incompleto","taylor1990"
1226,"Laraos","DATIVE/ILATIVE","man","alativo","taylor1990"
1227,"Laraos","DESIRATIVE","na","","taylor1990"
1228,"Laraos","DISCONTINUATIVE","ña","","taylor1990"
1229,"Laraos","DURATIVE","chka","","taylor1990"
1230,"Laraos","EMPHATIC","ari","","taylor1990"
1231,"Laraos","EMPHATIC","ri","","taylor1990"
1232,"Laraos","EVIDENTIAL CONJECTURAL","ĉi ","","taylor1990"
1233,"Laraos","EVIDENTIAL DIRECT","mi ","asertivo","taylor1990"
1234,"Laraos","EVIDENTIAL REPORTATIVE","si ","Citativo","taylor1990"
1235,"Laraos","EXCEPTIONAL","yku","intensivo","taylor1990"
1236,"Laraos","GENITIVE","pi ","","taylor1990"
1237,"Laraos","IMPERATIVE","y ","","taylor1990"
1238,"Laraos","IMPERATIVE 1P","sun","","taylor1990"
1239,"Laraos","INCLUSIVE","ntin","","taylor1990"
1240,"Laraos","INFINITIVE","y ","","taylor1990"
1241,"Laraos","INJUNCTIVE","chun","","taylor1990"
1242,"Laraos","INSTRUMENTAL-COMITATIVE","wan","asociativo","taylor1990"
1243,"Laraos","LIMITATIVE","kama","","taylor1990"
1244,"Laraos","LOCATIVE","ĉaw","","taylor1990"
1245,"Laraos","NEGATION","chu","","taylor1990"
1246,"Laraos","NOMINALIZER NA","na ","Concretizador","taylor1990"
1247,"Laraos","PAST TENSE","rqu","INSTANTANEOUS ","taylor1990"
1248,"Laraos","PLURAL","kuna","","taylor1990"
1249,"Laraos","PRIVATIVE","nnaq","-nnaq","taylor1990"
1250,"Laraos","REASON","rayku","","taylor1990"
1251,"Laraos","SEQUENTIAL","taq","","taylor1990"
1252,"Laraos","SUBORDINATOR ADVERBIAL","stin","Gerundio 3","taylor1990"
1253,"Laraos","SUBORDINATOR IDSUB","r ","","taylor1990"
1254,"Laraos","SUBORIDNATOR DIFFSUB","pti","CORREFERENCIALIDAD","taylor1990"
1255,"Laraos","TOPIC","qa","","taylor1990"
1256,"Laraos","UNINTERRUPTED ACTION","ra ","","taylor1990"
1257,"Lincha-Tana","1 OBJECT","wa","","shimelman2017"
1258,"Lincha-Tana","1 SUBJECT 2 OBJECT ","yki","","shimelman2017"
1259,"Lincha-Tana","1PL POSSESSOR","nchik","","shimelman2017"
1260,"Lincha-Tana","1PL VERBAL","nchik","","shimelman2017"
1261,"Lincha-Tana","1PL VERBAL CONDITIONAL","chuwan","","shimelman2017"
1262,"Lincha-Tana","1PL VERBAL FUTURE","shun","","shimelman2017"
1263,"Lincha-Tana","1S POSSESSOR","tanta-y","","shimelman2017"
1264,"Lincha-Tana","1S SUBJECT 2S OBJECT FUTURE","shqayki","variation between sh and s","shimelman2017"
1265,"Lincha-Tana","1S VERBAL","ka-ni","","shimelman2017"
1266,"Lincha-Tana","1S VERBAL FUTURE","shaq","","shimelman2017"
1267,"Lincha-Tana","2S CONDITIONAL","waq","","shimelman2017"
1268,"Lincha-Tana","2S OBJECT","shu","shu/su","shimelman2017"
1269,"Lincha-Tana","2S POSSESSOR","yki","","shimelman2017"
1270,"Lincha-Tana","2S SUBJECT 1S OBJECT","wanki","","shimelman2017"
1271,"Lincha-Tana","2S VERBAL","nki","","shimelman2017"
1272,"Lincha-Tana","3S FUTURE","nqa","","shimelman2017"
1273,"Lincha-Tana","3S POSSESSOR","n","","shimelman2017"
1274,"Lincha-Tana","3S SUBJECT 1PL OBJECT","wanchik","","shimelman2017"
1275,"Lincha-Tana","3S SUBJECT 1S OBJECT","wan","","shimelman2017"
1276,"Lincha-Tana","3S SUBJECT 2S OBJECT","shunki","","shimelman2017"
1277,"Lincha-Tana","3S VERBAL","n","","shimelman2017"
1278,"Lincha-Tana","ABLATIVE","paq","","shimelman2017"
1279,"Lincha-Tana","ACCOMPANIMENT","shi,si","","shimelman2017"
1280,"Lincha-Tana","ACCUSATIVE","ta","","shimelman2017"
1281,"Lincha-Tana","ADDITIVE","pis,s","","shimelman2017"
1282,"Lincha-Tana","AGENTIVE","q","","shimelman2017"
1283,"Lincha-Tana","BENEFACTIVE","paq","","shimelman2017"
1284,"Lincha-Tana","CAUSATIVE","chi","","shimelman2017"
1285,"Lincha-Tana","CERTAINTY","puni","","shimelman2017"
1286,"Lincha-Tana","CISLOCATIVE","mu","","shimelman2017"
1287,"Lincha-Tana","COMPARATIVE","hina","","shimelman2017"
1288,"Lincha-Tana","CONDITIONAL","man","","shimelman2017"
1289,"Lincha-Tana","CONTINUATIVE","raq","","shimelman2017"
1290,"Lincha-Tana","DATIVE/ILATIVE","man","","shimelman2017"
1291,"Lincha-Tana","DESIRATIVE","naya","","shimelman2017"
1292,"Lincha-Tana","DETRANSITIVIZER","raya","","shimelman2017"
1293,"Lincha-Tana","DIMINUTIVE","cha","","shimelman2017"
1294,"Lincha-Tana","DISCONTINUATIVE","ña","","shimelman2017"
1295,"Lincha-Tana","DISJUNCTIVE","chu","","shimelman2017"
1296,"Lincha-Tana","DISTAL DEMONSTRATIVE","chay","","shimelman2017"
1297,"Lincha-Tana","DISTAL REMOVED DEMONSTRATIVE","wak","","shimelman2017"
1298,"Lincha-Tana","DURATIVE","chka","","shimelman2017"
1299,"Lincha-Tana","DURATIVE","ya","","shimelman2017"
1300,"Lincha-Tana","EMPHATIC","ari","","shimelman2017"
1301,"Lincha-Tana","EMPHATIC","ya","","shimelman2017"
1302,"Lincha-Tana","EVIDENTIAL CONJECTURAL","tri,tr","","shimelman2017"
1303,"Lincha-Tana","EVIDENTIAL DIRECT","mi,m","","shimelman2017"
1304,"Lincha-Tana","EVIDENTIAL MODIFER","ik","","shimelman2017"
1305,"Lincha-Tana","EVIDENTIAL MODIFER (STRONGEST)","iki","","shimelman2017"
1306,"Lincha-Tana","EVIDENTIAL REPORTATIVE","shi,sh","","shimelman2017"
1307,"Lincha-Tana","EXCEPTIONAL","yku,yka/ika/iku","","shimelman2017"
1308,"Lincha-Tana","EXCLUSIVE","pura","","shimelman2017"
1309,"Lincha-Tana","FACTIVE","cha","","shimelman2017"
1310,"Lincha-Tana","FREQUENTIVE","katra","","shimelman2017"
1311,"Lincha-Tana","GENITIVE","pa,pi","","shimelman2017"
1312,"Lincha-Tana","IMPERATIVE","y","","shimelman2017"
1313,"Lincha-Tana","INCEPTIVE","ri","","shimelman2017"
1314,"Lincha-Tana","INCHOATIVE","ya","","shimelman2017"
1315,"Lincha-Tana","INCLUSIVE","ntin","","shimelman2017"
1316,"Lincha-Tana","INFINITIVE","y","","shimelman2017"
1317,"Lincha-Tana","INJUNCTIVE","chun","","shimelman2017"
1318,"Lincha-Tana","INSTRUMENTAL-COMITATIVE","wan","","shimelman2017"
1319,"Lincha-Tana","INTENSIFIER","ya","","shimelman2017"
1320,"Lincha-Tana","IRREVERSIBLE CHANGE","tamu","","shimelman2017"
1321,"Lincha-Tana","JOINT ACTION","paku,paːku","","shimelman2017"
1322,"Lincha-Tana","LIMITATIVE","kama","","shimelman2017"
1323,"Lincha-Tana","LOCATIVE","pa,pi","","shimelman2017"
1324,"Lincha-Tana","MIDDLE VOICE","ku","U","shimelman2017"
1325,"Lincha-Tana","MULTIPLE POSSESSIVE","sapa","","shimelman2017"
1326,"Lincha-Tana","MUTUAL BENEFIT","puku","","shimelman2017"
1327,"Lincha-Tana","NEGATION","chu","","shimelman2017"
1328,"Lincha-Tana","NOMINALIZER NA","na","","shimelman2017"
1329,"Lincha-Tana","NON-EXHAUSTIVE","kuna","","shimelman2017"
1330,"Lincha-Tana","PARTNERSHIP","masi","","shimelman2017"
1331,"Lincha-Tana","PASSIVE ACCIDENTAL","ka","","shimelman2017"
1332,"Lincha-Tana","PAST TENSE","rqa","","shimelman2017"
1333,"Lincha-Tana","PERFECT","sha,sa","","shimelman2017"
1334,"Lincha-Tana","PERFECTIVIZER","sha,sa","nmlz","shimelman2017"
1335,"Lincha-Tana","PLURAL","kuna","","shimelman2017"
1336,"Lincha-Tana","POSSESSIVE","yuq","","shimelman2017"
1337,"Lincha-Tana","PROHIBITIVE","ama","","shimelman2017"
1338,"Lincha-Tana","PROXIMAL DEMONSTRATIVE","kay","","shimelman2017"
1339,"Lincha-Tana","PURPOSIVE","paq","","shimelman2017"
1340,"Lincha-Tana","REASON","rayku","","shimelman2017"
1341,"Lincha-Tana","RECIPROCAL","naku,naka","","shimelman2017"
1342,"Lincha-Tana","REPETITIVE","pa","","shimelman2017"
1343,"Lincha-Tana","REPORTATIVE PAST TENSE","shqa","","shimelman2017"
1344,"Lincha-Tana","RESTRICTIVE","lla","","shimelman2017"
1345,"Lincha-Tana","SEQUENTIAL","taq","","shimelman2017"
1346,"Lincha-Tana","SIMULATIVE","tuku","","shimelman2017"
1347,"Lincha-Tana","SUBORDINATOR ADVERBIAL","shtin","","shimelman2017"
1348,"Lincha-Tana","SUBORDINATOR IDSUB","shpa","","shimelman2017"
1349,"Lincha-Tana","SUBORIDNATOR DIFFSUB","pti","","shimelman2017"
1350,"Lincha-Tana","TOPIC","qa","","shimelman2017"
1351,"Lincha-Tana","TRANSLOCATIVE","pu,pa","","shimelman2017"
1352,"Lincha-Tana","UNINTERRUPTED ACTION","ra","","shimelman2017"
1353,"Lincha-Tana","URGENT","ru,ra","","shimelman2017"
1354,"Lincha-Tana","VERBALIZER","na","some reciprocal action","shimelman2017"
1355,"Pacaraos","1 OBJECT","maa","","adelaar1987"
1356,"Pacaraos","1 SUBJECT 2 OBJECT ","muy","","adelaar1987"
1357,"Pacaraos","1PL POSSESSOR","nsi","","adelaar1987"
1358,"Pacaraos","1PL VERBAL CONDITIONAL","swan","","adelaar1987"
1359,"Pacaraos","1PL VERBAL FUTURE","shun","","adelaar1987"
1360,"Pacaraos","1S POSSESSOR","tanta-y","tras vocal i, hay alargamiento vocálico","adelaar1987"
1361,"Pacaraos","1S SUBJECT 2S OBJECT FUTURE","shqayki","terminación especial","adelaar1987"
1362,"Pacaraos","1S VERBAL","ka-ni","","adelaar1987"
1363,"Pacaraos","1S VERBAL FUTURE","shaq","","adelaar1987"
1364,"Pacaraos","2S OBJECT","mu","también es cislocativo","adelaar1987"
1365,"Pacaraos","2S POSSESSOR","yki,","","adelaar1987"
1366,"Pacaraos","2S SUBJECT 1S OBJECT","maayki","","adelaar1987"
1367,"Pacaraos","2S VERBAL","yki","La forma -ki aparece tras i, tras otras vocales es yki","adelaar1987"
1368,"Pacaraos","3S FUTURE","nqa","","adelaar1987"
1369,"Pacaraos","3S POSSESSOR","n","","adelaar1987"
1370,"Pacaraos","3S SUBJECT 1PL OBJECT","maansi","","adelaar1987"
1371,"Pacaraos","3S SUBJECT 1S OBJECT","maan","","adelaar1987"
1372,"Pacaraos","3S SUBJECT 2S OBJECT","shun","","adelaar1987"
1373,"Pacaraos","3S VERBAL","n","","adelaar1987"
1374,"Pacaraos","ABLATIVE","piq, piqta","","adelaar1987"
1375,"Pacaraos","ACCUSATIVE","kta","","adelaar1987"
1376,"Pacaraos","AGENTIVE","q","","adelaar1987"
1377,"Pacaraos","AGENTIVE","q, shqa","","adelaar1987"
1378,"Pacaraos","AUGMENTATIVE","chaq, traq","con adjetivos de tamaño","adelaar1987"
1379,"Pacaraos","BENEFACTIVE","paq","","adelaar1987"
1380,"Pacaraos","CAUSATIVE","si","","adelaar1987"
1381,"Pacaraos","CISLOCATIVE","mu","","adelaar1987"
1382,"Pacaraos","COMPARATIVE","naw","","adelaar1987"
1383,"Pacaraos","COMPARATIVE","piq, piqta","","adelaar1987"
1384,"Pacaraos","CONDITIONAL","man","","adelaar1987"
1385,"Pacaraos","CONTINUATIVE","raa","","adelaar1987"
1386,"Pacaraos","DATIVE/ILATIVE","man","","adelaar1987"
1387,"Pacaraos","DESIRATIVE","naa","","adelaar1987"
1388,"Pacaraos","DIRECTIONAL ‘INSIDE’ ","yku","o hacia lugar indicado","adelaar1987"
1389,"Pacaraos","DIRECTIONAL ‘OUTSIDE’","rqu","","adelaar1987"
1390,"Pacaraos","DIRECTIONAL ´DOWN´","rpu","","adelaar1987"
1391,"Pacaraos","DIRECTIONAL UP","rku","acción realizada en interés social","adelaar1987"
1392,"Pacaraos","DURATIVE","ykaa","","adelaar1987"
1393,"Pacaraos","FACTIVE","saa","","adelaar1987"
1394,"Pacaraos","HEIGHT","qa","","adelaar1987"
1395,"Pacaraos","IMPERATIVE","y","","adelaar1987"
1396,"Pacaraos","IMPERATIVE 1P","shun","","adelaar1987"
1397,"Pacaraos","INCEPTIVE","ri","cognados diferentes según adelaar","adelaar1987"
1398,"Pacaraos","INCEPTIVE","ri","","adelaar1987"
1399,"Pacaraos","INCHOATIVE","yaa","","adelaar1987"
1400,"Pacaraos","INCLUSIVE","nti","","adelaar1987"
1401,"Pacaraos","INJUNCTIVE","sun","","adelaar1987"
1402,"Pacaraos","INSTRUMENTAL-COMITATIVE","wan","","adelaar1987"
1403,"Pacaraos","INSTRUMENTAL-COMITATIVE","wan","","adelaar1987"
1404,"Pacaraos","INTENSIFIER","lyaa","","adelaar1987"
1405,"Pacaraos","INTERRUPTED ACTION","tyaa","","adelaar1987"
1406,"Pacaraos","LIMITATIVE","kama","","adelaar1987"
1407,"Pacaraos","LIMITATIVE","kama","El sufijo kuna puede apareer tras cualquier base nominal, salvo cuando esta cumple una función atributiva, sea en conexión directa con un sustantivo, sea acompañando el verbo ka. En estos casos, sin embargo, es posible utilizar el sufijo kama","adelaar1987"
1408,"Pacaraos","LOCATIVE","traw","indica ubicación","adelaar1987"
1409,"Pacaraos","MIDDLE VOICE","ku","","adelaar1987"
1410,"Pacaraos","NOCIVE ACTION","traari","Efectuada de manera muy superficial, con mala intensión","adelaar1987"
1411,"Pacaraos","NOMINALIZER ","nqa","no concluido","adelaar1987"
1412,"Pacaraos","NOMINALIZER NA","na","Concretizador","adelaar1987"
1413,"Pacaraos","PARTNERSHIP","mayi","markamayi, paisano","adelaar1987"
1414,"Pacaraos","PASSIVE ACCIDENTAL","kaa","","adelaar1987"
1415,"Pacaraos","PAST TENSE","rqa","","adelaar1987"
1416,"Pacaraos","PAST TENSE","rqu","","adelaar1987"
1417,"Pacaraos","PERFECT","shqa, sh ","PERFECTO? Reducido cuando hay verbo auxiliar","adelaar1987"
1418,"Pacaraos","PLURAL","kuna","","adelaar1987"
1419,"Pacaraos","POSSESSIVE","yuq, naq","","adelaar1987"
1420,"Pacaraos","REASON","rayku","","adelaar1987"
1421,"Pacaraos","REPETITIVE","traa","","adelaar1987"
1422,"Pacaraos","REPORTATIVE PAST TENSE","ñaq","","adelaar1987"
1423,"Pacaraos","RESTRICTIVE","la","indica restricción o disminuye la importancia del acto referido por el verbo al cual se añade","adelaar1987"
1424,"Pacaraos","SIZE ","sikan","solo en demostrativos","adelaar1987"
1425,"Pacaraos","SUBORDINATOR IDSUB","shpa","se reduce a sh a final de palabra","adelaar1987"
1426,"Pacaraos","SUBORIDNATOR DIFFSUB","pti","CORREFERENCIALIDAD","adelaar1987"
1427,"Pacaraos","TRANSLOCATIVE","pa ","también marca el poseedor en una relación de posesión. ","adelaar1987"
1428,"Pacaraos","VERBAL BENEFACTIVE","pu","","adelaar1987"
1429,"Pacaraos","VERBAL CONTINUATIVE","paa","intensivo… indica perseverancio en la acción referida","adelaar1987"
1430,"Pastaza","1 OBJECT","wa","","landerman1973"
1431,"Pastaza","1 SUBJECT 2 OBJECT ","yki","","landerman1973"
1432,"Pastaza","1 SUBJECT 2PL OBJECT","ykichi","","landerman1973"
1433,"Pastaza","1 SUBJECT 2PL OBJECT FUTURE","skaykichi","","landerman1973"
1434,"Pastaza","1PL POSSESSOR","nchi","","landerman1973"
1435,"Pastaza","1PL POSSESSOR","ykichi","","landerman1973"
1436,"Pastaza","1PL VERBAL","nchi","","landerman1973"
1437,"Pastaza","1PL VERBAL FUTURE","shun","","landerman1973"
1438,"Pastaza","1S POSSESSOR","tanta-y","/-ni/ tras C","landerman1973"
1439,"Pastaza","1S SUBJECT 2S OBJECT FUTURE","shkayki","","landerman1973"
1440,"Pastaza","1S VERBAL","ka-ni","","landerman1973"
1441,"Pastaza","1S VERBAL FUTURE","sha","","landerman1973"
1442,"Pastaza","2PL POSSESSOR","ngichi","","landerman1973"
1443,"Pastaza","2S POSSESSOR","yki","/-ki/ tras C","landerman1973"
1444,"Pastaza","2S VERBAL","ngi","","landerman1973"
1445,"Pastaza","3PL FUTURE","ngakuna","","landerman1973"
1446,"Pastaza","3PL POSSESSOR","nguna","","landerman1973"
1447,"Pastaza","3PL VERBAL","najun","","landerman1973"
1448,"Pastaza","3S FUTURE","nga","","landerman1973"
1449,"Pastaza","3S POSSESSOR","n","ø tras C","landerman1973"
1450,"Pastaza","3S VERBAL","n","","landerman1973"
1451,"Pastaza","ABLATIVE","manda","Wasi-manda llucshi-shca ‘Salió de la casa’, Caspi-manda rura-shca ‘Lo hizo de madera’, Ima-manda rima-ju-n ‘¿De qué está hablando?","landerman1973"
1452,"Pastaza","ACCUSATIVE","ta ","","landerman1973"
1453,"Pastaza","ADDITIVE","pas ","","landerman1973"
1454,"Pastaza","BENEFACTIVE","pa ","","landerman1973"
1455,"Pastaza","CAUSATIVE","chi ","","landerman1973"
1456,"Pastaza","CISLOCATIVE","ma","/Sacha-ma/ ‘Al monte’","landerman1973"
1457,"Pastaza","CONDITIONAL","ma ","La primera persona se señala usando /-yni/ antes del sufijo potencial","landerman1973"
1458,"Pastaza","CONTINUATIVE","raya ","","landerman1973"
1459,"Pastaza","DESIRATIVE","naya ","","landerman1973"
1460,"Pastaza","DIMINUTIVE","stu","","landerman1973"
1461,"Pastaza","DURATIVE","xu","","landerman1973"
1462,"Pastaza","EVIDENTIAL DIRECT","mi ","","landerman1973"
1463,"Pastaza","EVIDENTIAL REPORTATIVE","shi ","","landerman1973"
1464,"Pastaza","FREQUENTIVE","paya ","","landerman1973"
1465,"Pastaza","GENITIVE","pa ","","landerman1973"
1466,"Pastaza","IMPERATIVE","y ","","landerman1973"
1467,"Pastaza","IMPERATIVE 1P","ychi","","landerman1973"
1468,"Pastaza","INCEPTIVE","ri ","","landerman1973"
1469,"Pastaza","INCHOATIVE","ya ","","landerman1973"
1470,"Pastaza","INFINITIVE","na","","landerman1973"
1471,"Pastaza","INJUNCTIVE","chun ","","landerman1973"
1472,"Pastaza","INSTRUMENTAL-COMITATIVE","wa","","landerman1973"
1473,"Pastaza","LIMITATIVE","kama","","landerman1973"
1474,"Pastaza","LOCATIVE","pi ","","landerman1973"
1475,"Pastaza","MULTIPLE POSSESSIVE","sapa","","landerman1973"
1476,"Pastaza","NEGATION","chu ","","landerman1973"
1477,"Pastaza","NOMINALIZER NA","na ","Indica una acción posterior. También forma un sustantivo que se refiere a la acción del verbo en abstracto. ","landerman1973"
1478,"Pastaza","PAST TENSE","rka","","landerman1973"
1479,"Pastaza","PERFECT","shka","","landerman1973"
1480,"Pastaza","PERFECTIVIZER","shka","Se usa cuando la acción del verbo nominalizado es simultánea o anterior a la del verbo principal.","landerman1973"
1481,"Pastaza","PERFECTIVIZER","shka ","","landerman1973"
1482,"Pastaza","PLURAL","kuna,guna","","landerman1973"
1483,"Pastaza","REASON","rayku","","landerman1973"
1484,"Pastaza","REASON","rayku ","/-rayku/ glosado como beneficiario.","landerman1973"
1485,"Pastaza","RECIPROCAL","naku","","landerman1973"
1486,"Pastaza","SUBORDINATOR ADVERBIAL","shpa ","","landerman1973"
1487,"Pastaza","SUBORDINATOR IDSUB","shpayki","CORREFERENCIALIDAD","landerman1973"
1488,"Pastaza","TOPIC","ka ","En el diccionario: Identifica el tema de la oración.","landerman1973"
1489,"Pastaza","UNINTERRUPTED ACTION","ra ","","landerman1973"
1490,"Pastaza","VERBAL BENEFACTIVE","pu, pa"," /-pa/ cuando el beneficiario es la 1ra persona.",""
1491,"Pastaza","VERBALIZER","ña ","","landerman1973"
1492,"Pastaza","VIA ","nda","/Quiwrara-nda/ ‘Por la quebrada’; n+ta?","landerman1973"
1493,"SanMartin","1 OBJECT","wa","","coombs1976"
1494,"SanMartin","1 SUBJECT 2 OBJECT ","yki","","coombs1976"
1495,"SanMartin","1PL POSSESSOR","nchi","","coombs1976"
1496,"SanMartin","1PL VERBAL FUTURE","shunchi, shun, shunsapa","shun: dual; sun-chi, shun-sapa: inclusivo plural","coombs1976"
1497,"SanMartin","1S POSSESSOR","tanta-y","","coombs1976"
1498,"SanMartin","1S VERBAL","ka-ni","","coombs1976"
1499,"SanMartin","1S VERBAL FUTURE","sha","sha-sapa: exclusive","coombs1976"
1500,"SanMartin","2S POSSESSOR","yki","chi en plural","coombs1976"
1501,"SanMartin","2S SUBJECT 1S OBJECT","wanki","","coombs1976"
1502,"SanMartin","2S VERBAL","nki","","coombs1976"
1503,"SanMartin","3S POSSESSOR","n","","coombs1976"
1504,"SanMartin","3S SUBJECT 2S OBJECT","shunki","lamas: not restricted to 3Subjet","coombs1976"
1505,"SanMartin","ABLATIVE","manta","","coombs1976"
1506,"SanMartin","ACCUSATIVE","ta","","coombs1976"
1507,"SanMartin","ADDITIVE","pish","","coombs1976"
1508,"SanMartin","AGENTIVE","k","","coombs1976"
1509,"SanMartin","BENEFACTIVE","pa","same as genitive","coombs1976"
1510,"SanMartin","CATEGORIC QUESTION","tá, rá","both ta/ra alternan with i; asking for new information, certain modality of questions","coombs1976"
1511,"SanMartin","CAUSATIVE","chi","taylor says factitive? weird","coombs1976"
1512,"SanMartin","CISLOCATIVE","mu","","coombs1976"
1513,"SanMartin","COMPARATIVE","shina","","coombs1976"
1514,"SanMartin","CONDITIONAL","man","","coombs1976"
1515,"SanMartin","CONTINUATIVE","raya","habitual sin proposito","coombs1976"
1516,"SanMartin","DATIVE/ILATIVE","man","","coombs1976"
1517,"SanMartin","DESIRATIVE","naya","","coombs1976"
1518,"SanMartin","DISCONTINUATIVE","na","","coombs1976"
1519,"SanMartin","DURATIVE","yka","","coombs1976"
1520,"SanMartin","EMPHATIC","ya","","coombs1976"
1521,"SanMartin","EVIDENTIAL CONJECTURAL","cha","","coombs1976"
1522,"SanMartin","EVIDENTIAL DIRECT","mi","","coombs1976"
1523,"SanMartin","EVIDENTIAL REPORTATIVE","shi","","coombs1976"
1524,"SanMartin","EXCLUSIVE","pura","„only men“","coombs1976"
1525,"SanMartin","FACTIVE","cha","to make","coombs1976"
1526,"SanMartin","FREQUENTIVE","paya","habitual con proposito","coombs1976"
1527,"SanMartin","GENITIVE","pa","","coombs1976"
1528,"SanMartin","IMPERATIVE","y","chi for plural","coombs1976"
1529,"SanMartin","IMPERATIVE 1P","shun","","coombs1976"
1530,"SanMartin","INCEPTIVE","ri","puntual","coombs1976"
1531,"SanMartin","INCHOATIVE","ya","to become","coombs1976"
1532,"SanMartin","INCLUSIVE","ntin","colectivo","coombs1976"
1533,"SanMartin","INFINITIVE","y","","coombs1976"
1534,"SanMartin","INJUNCTIVE","chun","sapa for plural","coombs1976"
1535,"SanMartin","INSTRUMENTAL-COMITATIVE","wan","","coombs1976"
1536,"SanMartin","LIMITATIVE","kaman","","coombs1976"
1537,"SanMartin","LOCATIVE","pi","","coombs1976"
1538,"SanMartin","MIDDLE VOICE","ku","","coombs1976"
1539,"SanMartin","MULTIPLE POSSESSIVE","sapa","","coombs1976"
