# Wordlist

# DATA
ID	ID	ALIGNMENT	COGIDS	CONCEPT	DOCULECT	FORM	SPANISH	TOKENS	VALUE	BORROWING	NOTE	SOURCE
907		ʐ p a -	878	CONTINUATIVE	Huallaga	rpa		ʐ p a	raː,rpa		Agregado a un sustantivo, el durativo forma un verbo que significa ‘mostrar’ esa propiedad, /yana-ra:-/ ‘mostrar la propiedad “negro”’. /-rpa/ ‘durativo plural’, punku-kuna kiča-rpa-yka-n / puerta-PL abrir-DURPL-IMPF-3 / Las puertas están abiertas.	weber1996
908		ʐ a q -	877	CONTINUATIVE	Huallaga	raq		ʐ a q	raq,ran		/-ran/ casi no se emplea, por lo general aparece después de un sufijo de tercera persona /-n/	weber1996
909		ʐ - a n	878	CONTINUATIVE	Huallaga	ran		ʐ a n	raq,ran		/-ran/ casi no se emplea, por lo general aparece después de un sufijo de tercera persona /-n/	weber1996
1018		l a q -	877	CONTINUATIVE	Huanca	laq		l a q	laq			cerron1976
1019		ɾ a - a	12	CONTINUATIVE	Huanca	raa		ɾ a a	raa		acción se mantiene	cerron1976
1116		ɾ a q -	877	CONTINUATIVE	Huangascar	raq		ɾ a q	raq			shimelman2017
1229		ɾ aː - -	12	CONTINUATIVE	HuarazHuailas	raa		ɾ aː	raa			parker1976
1294		r a j a	11	CONTINUATIVE	Inga	raya		r a j a	raya		sin interrupción, uniforme	tandioy1978
1368		ɾ a q -	877	CONTINUATIVE	Laraos	raq		ɾ a q	raq		aspectual incompleto	taylor1990
1434		ɾ a q -	877	CONTINUATIVE	Lincha-Tana	raq		ɾ a q	raq			shimelman2017
1548		ɾ a q	12	CONTINUATIVE	Pacaraos	raq		ɾ a q	raa			adelaar1987
1623		ɾ a j a	11	CONTINUATIVE	Pastaza	raya		ɾ a j a	raya			
1685		r a j a	11	CONTINUATIVE	SanMartin	raya		r a j a	raya		habitual sin proposito	coombs1976
1760		ɾ a q -	877	CONTINUATIVE	SanPedro	raq		ɾ a q	raq			shimelman2017
1969		ɾ a q -	877	CONTINUATIVE	Tarma	raq		ɾ a q	raq			adelaar1977
2138		r a q		CONTINUATIVE	Santiagueno	raq		r a q				
2185		r i j a		CONTINUATIVE	Imbabura	riya		r i j a				cole1985
#
337		k -	905	CONTRASTIVE	Azuay	c		k	c, ca		llevé a Pacho. A María no	cordero1955
338		k a	905	CONTRASTIVE	Azuay	ca		k a	c, ca		llevé a Pacho. A María no	cordero1955
654		t a k	906	CONTRASTIVE	Chimborazo	tak		t a k	tak			beukema1975
1295		k -	905	CONTRASTIVE	Inga	c		k	c, ca		llevé a Pacho. A María no	tandioy1978
1296		k a	905	CONTRASTIVE	Inga	ca		k a	c, ca		llevé a Pacho. A María no	tandioy1978
#
36		m a n	911	DATIVE/ILATIVE	Apuri	man		m a n	man			shimelman2017
168		m a n	911	DATIVE/ILATIVE	Apurimac	man		m a n	man			camacho2006
264		m a n	911	DATIVE/ILATIVE	Ayacucho	man		m a n	man			parker1969
339		m a -	911	DATIVE/ILATIVE	Azuay	ma		m a	ma, pagma			cordero1955
340		p a g m a	913	DATIVE/ILATIVE	Azuay	pagma		p a g m a	ma, pagma			cordero1955
422		m a n	911	DATIVE/ILATIVE	Cacra-Hongos	man		m a n	man			shimelman2017
530		m a n	911	DATIVE/ILATIVE	Cajamarca	man		m a n	man			quesada2006
592		m a n	911	DATIVE/ILATIVE	Chachapoyas	man		m a n	man			taylor1979
655		m a n	911	DATIVE/ILATIVE	Chimborazo	man		m a n	man			
723		m a n	911	DATIVE/ILATIVE	Cuzco	man		m a n	man			cusihuaman1976
827		m a n	911	DATIVE/ILATIVE	Ferrenafe	man		m a n	man		alativo	taylor1982
910		m a n	911	DATIVE/ILATIVE	Huallaga	man		m a n	man		Similar al dativo de otras variedades. Wasi-:-man ša-mu-nki! / casa-1P-MET venir-LEJ-2 / ‘¡Ven a mi casa!’	weber1996
1020		m a n	911	DATIVE/ILATIVE	Huanca	man		m a n	man			cerron1976
1117		m a n	911	DATIVE/ILATIVE	Huangascar	man		m a n	man			shimelman2017
1230		m a n	911	DATIVE/ILATIVE	HuarazHuailas	man		m a n	man			parker1976
1297		m a -	911	DATIVE/ILATIVE	Inga	ma		m a	ma, pagma			tandioy1978
1298		p a g m a	913	DATIVE/ILATIVE	Inga	pagma		p a g m a	ma, pagma			tandioy1978
1369		m a n	911	DATIVE/ILATIVE	Laraos	man		m a n	man		alativo	taylor1990
1435		m a n	911	DATIVE/ILATIVE	Lincha-Tana	man		m a n	man			shimelman2017
1549		m a n	911	DATIVE/ILATIVE	Pacaraos	man		m a n	man			adelaar1987
1686		m a n	911	DATIVE/ILATIVE	SanMartin	man		m a n	man			coombs1976
1761		m a n	911	DATIVE/ILATIVE	SanPedro	man		m a n	man			shimelman2017
1881		t -	614	DATIVE/ILATIVE	Santiagueno	t		t	t,ta			juanatey2020
1882		t a	614	DATIVE/ILATIVE	Santiagueno	ta		t a	t,ta			juanatey2020
1970		m a n	911	DATIVE/ILATIVE	Tarma	man		m a n	man		named “allative”	adelaar1977
2186		m a n		DATIVE/ILATIVE	Imbabura	man		m a n				cole1985
2295		m a		DATIVE/ILATIVE	Pastaza	ma		m a	ma			landerman1973
#
2187		r k u		DEPRECATIVE	Imbabura	rku		r k u				cole1985
#
724		p a s a	937	DESESPERATIVE	Cuzco	pasa		p a s a	pasa			cusihuaman1976
#
37		n a j a	939	DESIRATIVE	Apuri	naya		n a j a	naya			shimelman2017
169		n a j a	939	DESIRATIVE	Apurimac	naya		n a j a	naya			camacho2006
341		n a j a	939	DESIRATIVE	Azuay	naya		n a j a	naya			cordero1955
423		n a j a	939	DESIRATIVE	Cacra-Hongos	naya		n a j a	naya			shimelman2017
531		n a - -	939	DESIRATIVE	Cajamarca	na		n a	na			quesada2006
593		n a j a	939	DESIRATIVE	Chachapoyas	naya		n a j a	naya			taylor1979
725		n a j a	939	DESIRATIVE	Cuzco	naya		n a j a	naya			cusihuaman1976
911		n aː - -	939	DESIRATIVE	Huallaga	naː		n aː	naː		Aplicado con un grupo muy pequeño de sustantivos significa ‘querer x’. /yaku-na:-/ ‘tener sed, querer agua’, /warmi-na:-/ ‘lujuriar, desear a una mujer’.	weber1996
1021		n a - a	939	DESIRATIVE	Huanca	naa		n a a	naa			cerron1976
1118		n a j a	939	DESIRATIVE	Huangascar	naya		n a j a	naya			shimelman2017
1232		n aː - -	939	DESIRATIVE	HuarazHuailas	naa		n aː	naa			parker1976
1299		n a j a	939	DESIRATIVE	Inga	naya		n a j a	naya			tandioy1978
1370		n a - -	939	DESIRATIVE	Laraos	na		n a	na			taylor1990
1436		n a j a	939	DESIRATIVE	Lincha-Tana	naya		n a j a	naya			shimelman2017
1550		n aː	939	DESIRATIVE	Pacaraos	naa		n aː	naa			adelaar1987
1624		n a j a	939	DESIRATIVE	Pastaza	naya		n a j a	naya			
1687		n a j a	939	DESIRATIVE	SanMartin	naya		n a j a	naya			coombs1976
1762		n a j a	939	DESIRATIVE	SanPedro	naya		n a j a	naya			shimelman2017
1883		n a: - -	939	DESIRATIVE	Santiagueno	naa		n a:	naa			juanatey2020
1971		n a - -	939	DESIRATIVE	Tarma	na		n a	na			adelaar1977
2057		n a		DESIRATIVE	Ferrenafe	na		n a				
2188		n a j a		DESIRATIVE	Imbabura	naya		n a j a				cole1985
#
342		a g	961	DESPECTIVE	Azuay	ag		a g	ag, ash, ans		personas despreciadas	cordero1955
343		a - ʃ	962	DESPECTIVE	Azuay	ash		a ʃ	ag, ash, ans		personas despreciadas	cordero1955
344		a n s	962	DESPECTIVE	Azuay	ans		a n s	ag, ash, ans		personas despreciadas	cordero1955
1300		a g	961	DESPECTIVE	Inga	ag		a g	ag, ash, ans		personas despreciadas	tandioy1978
1301		a - ʃ	962	DESPECTIVE	Inga	ash		a ʃ	ag, ash, ans		personas despreciadas	tandioy1978
1302		a n s	962	DESPECTIVE	Inga	ans		a n s	ag, ash, ans		personas despreciadas	tandioy1978
#
38		ɾ a j a	968	DETRANSITIVIZER	Apuri	raya		ɾ a j a	raya			shimelman2017
424		ɾ a j a	968	DETRANSITIVIZER	Cacra-Hongos	raya		ɾ a j a	raya			shimelman2017
1119		ɾ a j a	968	DETRANSITIVIZER	Huangascar	raya		ɾ a j a	raya			shimelman2017
1437		ɾ a j a	968	DETRANSITIVIZER	Lincha-Tana	raya		ɾ a j a	raya			shimelman2017
1763		ɾ a j a	968	DETRANSITIVIZER	SanPedro	raya		ɾ a j a	raya			shimelman2017
#
265		k u tʃ a	974	DIFFUSION	Ayacucho	kUča		k u tʃ a	kUča		diffusion in space, time and importance, idiomatic and fully productive; U	
#
39		- - tʃ a -	976	DIMINUTIVE	Apuri	cha		tʃ a	cha			shimelman2017
170		- - tʃ a -	976	DIMINUTIVE	Apurimac	cha		tʃ a	cha			camacho2006
266		- - tʃ a -	976	DIMINUTIVE	Ayacucho	ča		tʃ a	ča			
345		tʃ u	13	DIMINUTIVE	Azuay	zhu		tʃ u	tum			cordero1955
425		- - tʃ a -	976	DIMINUTIVE	Cacra-Hongos	cha		tʃ a	cha			shimelman2017
726		- - tʃ a -	976	DIMINUTIVE	Cuzco	cha		tʃ a	cha			cusihuaman1976
828		i t - u -	14	DIMINUTIVE	Ferrenafe	itU		i t u	itU	esp		taylor1982
1022		- - tʃ a -	976	DIMINUTIVE	Huanca	cha		tʃ a	cha			cerron1976
1120		- - tʃ a -	976	DIMINUTIVE	Huangascar	cha		tʃ a	cha			shimelman2017
1303		- - t u m	13	DIMINUTIVE	Inga	tum		t u m	tum			tandioy1978
1438		- - tʃ a -	976	DIMINUTIVE	Lincha-Tana	cha		tʃ a	cha			shimelman2017
1625		- s t u -	14	DIMINUTIVE	Pastaza	stu		s t u	stu	esp		landerman1973
1764		- - tʃ a -	976	DIMINUTIVE	SanPedro	cha		tʃ a	cha			shimelman2017
1884		- - tʃ a -	976	DIMINUTIVE	Santiagueno	cha		tʃ a	cha, illu, illa			juanatey2020
1885		i ʒ - u -	15	DIMINUTIVE	Santiagueno	illu		i ʒ u	cha, illu, illa	esp		juanatey2020
1886		i ʒ - a -	15	DIMINUTIVE	Santiagueno	illa		i ʒ a	cha, illu, illa	esp		juanatey2020
2101		i t u		DIMINUTIVE	Cajamarca	itu		i t u		esp		
2148		i t u	31	DIMINUTIVE	SanMartin	itu		i t u		esp		
2189		g u		DIMINUTIVE	Imbabura	gu		g u				cole1985
2241		ɾ i		DIMINUTIVE	HuarazHuailas	ri		ɾ i				
2286		ʎ a		DIMINUTIVE	Huallaga	ʎa		ʎ a	ʎa			weber1996
#
832		ɾ k u	993	DIRECTIONAL UP	Ferrenafe	rku		ɾ k u	rku			taylor1982
915		ʐ k u	993	DIRECTIONAL UP	Huallaga	rku		ʐ k u	rku		También ‘en seguida’	weber1996
1026		l k u	993	DIRECTIONAL UP	Huanca	lku		l k u	lku			cerron1976
1235		ɾ k u	993	DIRECTIONAL UP	HuarazHuailas	rku		ɾ k u	rku			parker1976
1554		ɾ k u	993	DIRECTIONAL UP	Pacaraos	rku		ɾ k u	rku		acción realizada en interés social	adelaar1987
1974		ɾ k u	993	DIRECTIONAL UP	Tarma	rku		ɾ k u	rku			adelaar1977
#
831		ɾ p u	1000	DIRECTIONAL ´DOWN´	Ferrenafe	rpu		ɾ p u	rpu			taylor1982
914		ʐ p u	1000	DIRECTIONAL ´DOWN´	Huallaga	rpu		ʐ p u	rpu			weber1996
1025		l p u	1000	DIRECTIONAL ´DOWN´	Huanca	lpu		l p u	lpu			cerron1976
1234		ɾ p u	1000	DIRECTIONAL ´DOWN´	HuarazHuailas	rpu		ɾ p u	rpu			parker1976
1553		ɾ p u	1000	DIRECTIONAL ´DOWN´	Pacaraos	rpu		ɾ p u	rpu			adelaar1987
1973		ɾ p u	1000	DIRECTIONAL ´DOWN´	Tarma	rpu		ɾ p u	rpu			adelaar1977
#
829		- j k u	1007	DIRECTIONAL ‘INSIDE’	Ferrenafe	yku		j k u	yku			taylor1982
912		j - k u	1007	DIRECTIONAL ‘INSIDE’	Huallaga	yku		j k u	yku			weber1996
1023		j - k u	1007	DIRECTIONAL ‘INSIDE’	Huanca	yku		j k u	yku		acción dinamica? antes: direcional	cerron1976
1233		j - k u	1007	DIRECTIONAL ‘INSIDE’	HuarazHuailas	ykU		j k u	ykU			parker1976
1551		- j k u	1007	DIRECTIONAL ‘INSIDE’	Pacaraos	yku		j k u	yku		o hacia lugar indicado	adelaar1987
1972		j - - u	1007	DIRECTIONAL ‘INSIDE’	Tarma	yu		j u	yu			adelaar1977
#
830		ɾ q u	1014	DIRECTIONAL ‘OUTSIDE’	Ferrenafe	rqu		ɾ q u	rqu			taylor1982
913		ʐ q u	1014	DIRECTIONAL ‘OUTSIDE’	Huallaga	rqu		ʐ q u	rqu			weber1996
1024		q l u	1015	DIRECTIONAL ‘OUTSIDE’	Huanca	qlu		q l u	qlu		losing its meaning; now: educational, emphatic	cerron1976
1552		ɾ q u	1014	DIRECTIONAL ‘OUTSIDE’	Pacaraos	rqu		ɾ q u	rqu			adelaar1987
#
40		ɲ a	1019	DISCONTINUATIVE	Apuri	ña		ɲ a	ña			shimelman2017
426		ɲ a	1019	DISCONTINUATIVE	Cacra-Hongos	ña		ɲ a	ña			shimelman2017
727		ɲ a	1019	DISCONTINUATIVE	Cuzco	ña		ɲ a	ña			cusihuaman1976
1081		ɲ a	2270	DISCONTINUATIVE	Huanca	ña		ɲ a	ña			cerron1976
1121		ɲ a	1019	DISCONTINUATIVE	Huangascar	ña		ɲ a	ña			shimelman2017
1371		ɲ a	1019	DISCONTINUATIVE	Laraos	ña		ɲ a	ña			taylor1990
1439		ɲ a	1019	DISCONTINUATIVE	Lincha-Tana	ña		ɲ a	ña			shimelman2017
1688		n a	1019	DISCONTINUATIVE	SanMartin	na		n a	na			coombs1976
1765		ɲ a	1019	DISCONTINUATIVE	SanPedro	ña		ɲ a	ña			shimelman2017
1887		n a	1019	DISCONTINUATIVE	Santiagueno	na		n a	na		Adverbial particle	juanatey2020
2190		ŋ a		DISCONTINUATIVE	Imbabura	ña		ŋ a				cole1985
2250		p aː		DISCONTINUATIVE	HuarazHuailas	paa		p aː			Not sure	
#
41		tʃ u	1029	DISJUNCTIVE	Apuri	chu		tʃ u	chu			shimelman2017
427		tʃ u	1029	DISJUNCTIVE	Cacra-Hongos	chu		tʃ u	chu			shimelman2017
1122		tʃ u	1029	DISJUNCTIVE	Huangascar	chu		tʃ u	chu			shimelman2017
1440		tʃ u	1029	DISJUNCTIVE	Lincha-Tana	chu		tʃ u	chu			shimelman2017
1766		tʃ u	1029	DISJUNCTIVE	SanPedro	chu		tʃ u	chu			shimelman2017
1888		tʃ u	1029	DISJUNCTIVE	Santiagueno	chu		tʃ u	chu			juanatey2020
#
42		tʃ a - - j	1036	DISTAL DEMONSTRATIVE	Apuri	chay		tʃ a j	chay			shimelman2017
171		tʃ a - - j	1036	DISTAL DEMONSTRATIVE	Apurimac	chay		tʃ a j	chay			camacho2006
428		tʃ a - - j	1036	DISTAL DEMONSTRATIVE	Cacra-Hongos	chay		tʃ a j	chay			shimelman2017
656		tʃ a - - j	1036	DISTAL DEMONSTRATIVE	Chimborazo	cay		tʃ a j	cay			
916		tʃ a - - j	1036	DISTAL DEMONSTRATIVE	Huallaga	čay		tʃ a j	čay			
1123		tʃ a - - j	1036	DISTAL DEMONSTRATIVE	Huangascar	chay		tʃ a j	chay			shimelman2017
1441		tʃ a - - j	1036	DISTAL DEMONSTRATIVE	Lincha-Tana	chay		tʃ a j	chay			shimelman2017
1767		tʃ a - - j	1036	DISTAL DEMONSTRATIVE	SanPedro	chay		tʃ a j	chay			shimelman2017
1889		tʃ a χ a j	1036	DISTAL DEMONSTRATIVE	Santiagueno	chaqay		tʃ a χ a j	chaqay		variation chaqa/chaqay	juanatey2020
2039		tʃ a i		DISTAL DEMONSTRATIVE	Ayacucho	chay		tʃ a i				
2043		tʃ a i		DISTAL DEMONSTRATIVE	Azuay	chay		tʃ a i				
2099		tʂ a q a i		DISTAL DEMONSTRATIVE	Pacaraos	traqay		tʂ a q a i				
2102		tʃ a i		DISTAL DEMONSTRATIVE	Cajamarca	chay		tʃ a i				
2123		tʃ ai		DISTAL DEMONSTRATIVE	Huanca	chay		tʃ ai				
2129		tʃ ai		DISTAL DEMONSTRATIVE	Tarma	chay		tʃ ai				
2147		tʃ a i		DISTAL DEMONSTRATIVE	SanMartin	chay		tʃ a i				
2191		k a i		DISTAL DEMONSTRATIVE	Imbabura	kay		k a i				cole1985
2251		ts a j	1036	DISTAL DEMONSTRATIVE	HuarazHuailas	tsay		ts a j				
2274		tʃ a j	1036	DISTAL DEMONSTRATIVE	Cuzco	chay		tʃ a j				
2296		tʃ a j		DISTAL DEMONSTRATIVE	Pastaza	chay		tʃ a j	chay			
#
43		w a k	1046	DISTAL REMOVED DEMONSTRATIVE	Apuri	wak		w a k	wak			shimelman2017
172		h a q a j	1047	DISTAL REMOVED DEMONSTRATIVE	Apurimac	haqay		h a q a j	haqay			camacho2006
429		w a k	1046	DISTAL REMOVED DEMONSTRATIVE	Cacra-Hongos	wak		w a k	wak			shimelman2017
917		t a q a j	1047	DISTAL REMOVED DEMONSTRATIVE	Huallaga	taqay		t a q a j	taqay			weber1996
1124		w a k	1046	DISTAL REMOVED DEMONSTRATIVE	Huangascar	wak		w a k	wak			shimelman2017
1442		w a k	1046	DISTAL REMOVED DEMONSTRATIVE	Lincha-Tana	wak		w a k	wak			shimelman2017
1768		w a k	1046	DISTAL REMOVED DEMONSTRATIVE	SanPedro	wak		w a k	wak			shimelman2017
#
267		n k a	1054	DISTRIBUTIVE	Ayacucho	nka		n k a	nka		quantifying: distribution or receiving	parker1969
728		n k a	1054	DISTRIBUTIVE	Cuzco	nka		n k a	nka			cusihuaman1976
1975		tʃ a	1055	DISTRIBUTIVE	Tarma	cha		tʃ a	cha			adelaar1977
#
729		s u n a	1058	DUBITATIVE	Cuzco	suna		s u n a	suna, sina			cusihuaman1976
730		s i n a	1058	DUBITATIVE	Cuzco	sina		s i n a	suna, sina			cusihuaman1976
918		tʃ u r a q	1059	DUBITATIVE	Huallaga	čuraq		tʃ u r a q	čuraq			
#
44		tʃ - k - - a	1062	DURATIVE	Apuri	chka		tʃ k a	chka			shimelman2017
45		- - j - - a	1	DURATIVE	Apuri	ya		j a	ya			shimelman2017
173		tʃ - k - - a	1062	DURATIVE	Apurimac	chka		tʃ k a	chka			camacho2006
174		j k a + tʃ a	16	DURATIVE	Apurimac	ykacha		j k a + tʃ a	ykacha			camacho2006
268		tʃ - k - - a	1062	DURATIVE	Ayacucho	čka		tʃ k a	čka			
346		- - k - - u	17	DURATIVE	Azuay	cu		k u	cu, nacu		nacu para plural	cordero1955
347		n a k - - u	17	DURATIVE	Azuay	nacu		n a k u	cu, nacu		nacu para plural	cordero1955
430		tʃ - k - - a	1062	DURATIVE	Cacra-Hongos	chka		tʃ k a	chka			shimelman2017
431		- - j - - a	1	DURATIVE	Cacra-Hongos	ya		j a	ya			shimelman2017
532		- i j - - a	1	DURATIVE	Cajamarca	iya		i j a	iya			quesada2006
594		- j k - - a	16	DURATIVE	Chachapoyas	yka		j k a	yka			taylor1979
657		- - k - - u	17	DURATIVE	Chimborazo	ku		k u	ku			
731		- - ʃ - - a	1062	DURATIVE	Cuzco	sha		ʃ a	sha			cusihuaman1976
833		- j - - - a	1	DURATIVE	Ferrenafe	ya		j a	ya			taylor1982
919		j - k - - aː	16	DURATIVE	Huallaga	ykaː		j k aː	ykaː		Glosado como imperfectivo ya que aparece con una variedad más amplia de verbos que la que se esperaría de un progresivo o un continuativo.	weber1996
1027		j - k a - a	16	DURATIVE	Huanca	ykaa		j k a a	ykaa			cerron1976
1125		tʃ - k - - a	1062	DURATIVE	Huangascar	chka		tʃ k a	chka			shimelman2017
1126		- - j - - a	1	DURATIVE	Huangascar	ya		j a	ya			shimelman2017
1236		j - k - - aː	16	DURATIVE	HuarazHuailas	ykaa		j k aː	ykaa			parker1976
1304		- - k - - u	17	DURATIVE	Inga	cu		k u	cu, nacu		nacu para plural	tandioy1978
1305		n a k - - u	17	DURATIVE	Inga	nacu		n a k u	cu, nacu		nacu para plural	tandioy1978
1372		tʃ - k - - a	1062	DURATIVE	Laraos	chka		tʃ k a	chka			taylor1990
1443		tʃ - k - - a	1062	DURATIVE	Lincha-Tana	chka		tʃ k a	chka			shimelman2017
1444		- - j - - a	1	DURATIVE	Lincha-Tana	ya		j a	ya			shimelman2017
1555		j k aː	16	DURATIVE	Pacaraos	ykaa		j k aː	ykaa			adelaar1987
1626		- - x - - u	17	DURATIVE	Pastaza	xu		x u	xu			landerman1973
1689		- j k - - a	16	DURATIVE	SanMartin	yka		j k a	yka			coombs1976
1769		tʃ - k - - a	1062	DURATIVE	SanPedro	chka		tʃ k a	chka			shimelman2017
1770		- - j - - a	1	DURATIVE	SanPedro	ya		j a	ya			shimelman2017
1890		tʃ - k - - a	1062	DURATIVE	Santiagueno	chka		tʃ k a	chka			juanatey2020
1891		tʃ - k - - a	1062	DURATIVE	Santiagueno	chka		tʃ k a	chka			juanatey2020
1976		- - j - - a	1	DURATIVE	Tarma	ya		j a	ya			adelaar1977
2192		ʃ k a		DURATIVE	Imbabura	shka		ʃ k a				cole1985
2193		j u		DURATIVE	Imbabura	yu		j u				cole1985
#
46		a ɾ i	1095	EMPHATIC	Apuri	ari		a ɾ i	ari			shimelman2017
47		j a	1098	EMPHATIC	Apuri	ya		j a	ya			shimelman2017
175		a r i	1095	EMPHATIC	Apurimac	ari		a r i	ari			camacho2006
269		a -	1096	EMPHATIC	Ayacucho	á		a	á, ya		ya: regretting	parker1969
270		j a	1098	EMPHATIC	Ayacucho	ya		j a	á, ya		ya: regretting	parker1969
348		ʎ a t a	1097	EMPHATIC	Azuay	llata		ʎ a t a	llata, tata		esa misma noche, ese mismo rio	cordero1955
349		t a t a	1097	EMPHATIC	Azuay	tata		t a t a	llata, tata		esa misma noche, ese mismo rio	cordero1955
432		a l i	1095	EMPHATIC	Cacra-Hongos	ali		a l i	ali			shimelman2017
433		j a	1098	EMPHATIC	Cacra-Hongos	ya		j a	ya			shimelman2017
533		- ɾ i	1095	EMPHATIC	Cajamarca	ri		ɾ i	ri			quesada2006
658		a r i	1095	EMPHATIC	Chimborazo	ari		a r i	ari			beukema1975
732		j a	1098	EMPHATIC	Cuzco	ya		j a	ya			cusihuaman1976
834		- ɾ i	1095	EMPHATIC	Ferrenafe	ri		ɾ i	ri			taylor1982
920		k i k i	1099	EMPHATIC	Huallaga	kiki		k i k i	kiki, ari			weber1996
921		a r i	1095	EMPHATIC	Huallaga	ari		a r i	kiki, ari			weber1996
922		ʎ a - -	1097	EMPHATIC	Huallaga	ʎa		ʎ a	ʎa			weber1996
1029		a l i	1095	EMPHATIC	Huanca	ali		a l i	ali		some unexpected pluralizing semantics?	cerron1976
1030		ʎ a - a	1097	EMPHATIC	Huanca	llaa		ʎ a a	llaa			cerron1976
1033		a ɾ i	1185	EMPHATIC	Huanca	ari		a ɾ i	ari		confirmar y subrayas la afirmación o negación	cerron1976
1127		a ɾ i	1095	EMPHATIC	Huangascar	ari		a ɾ i	ari			shimelman2017
1128		j a	1098	EMPHATIC	Huangascar	ya		j a	ya			shimelman2017
1237		- ɾ i	1095	EMPHATIC	HuarazHuailas	rI		ɾ i	rI		I funciona igual que U.	parker1976
1306		ʎ a t a	1097	EMPHATIC	Inga	llata		ʎ a t a	llata, tata		esa misma noche, ese mismo rio	tandioy1978
1307		t a t a	1097	EMPHATIC	Inga	tata		t a t a	llata, tata		esa misma noche, ese mismo rio	tandioy1978
1373		a ɾ i	1095	EMPHATIC	Laraos	ari		a ɾ i	ari			taylor1990
1374		- ɾ i	1095	EMPHATIC	Laraos	ri		ɾ i	ri			taylor1990
1445		a ɾ i	1095	EMPHATIC	Lincha-Tana	ari		a ɾ i	ari			shimelman2017
1446		j a	1098	EMPHATIC	Lincha-Tana	ya		j a	ya			shimelman2017
1690		j a	1098	EMPHATIC	SanMartin	ya		j a	ya			coombs1976
1771		a ɾ i	1095	EMPHATIC	SanPedro	ari		a ɾ i	ari			shimelman2017
1772		j a	1098	EMPHATIC	SanPedro	ya		j a	ya			shimelman2017
1892		a -	1096	EMPHATIC	Santiagueno	á		a	á		maybe a clitic, not sure	juanatey2020
1977		- ɾ i	1095	EMPHATIC	Tarma	ri		ɾ i	ri			adelaar1977
2079		aː		EMPHATIC	Pacaraos	aa		aː			enclítico enfático	
2194		r i	32	EMPHATIC	Imbabura	ri		r i			also vowel shift of preceding element to /a/	cole1985
#
1978		tʃ i k a n	1129	EQUAL SIZE	Tarma	chikan		tʃ i k a n	chikan		two nouns equal in size, sometimes chigasaq as well	adelaar1977
#
48		ʈ i - -	18	EVIDENTIAL CONJECTURAL	Apuri	tri		ʈ i	tri,tr			shimelman2017
49		ʈ - - -	18	EVIDENTIAL CONJECTURAL	Apuri	tr		ʈ	tri,tr			shimelman2017
176		tʃ a - -	1131	EVIDENTIAL CONJECTURAL	Apurimac	cha		tʃ a	cha			camacho2006
271		tʃ - - -	1131	EVIDENTIAL CONJECTURAL	Ayacucho	č		tʃ	č, ča			
272		tʃ a - -	1131	EVIDENTIAL CONJECTURAL	Ayacucho	ča		tʃ a	č, ča			
350		tʃ a ɾ -	19	EVIDENTIAL CONJECTURAL	Azuay	char		tʃ a ɾ	char			cordero1955
434		ʈ i - -	18	EVIDENTIAL CONJECTURAL	Cacra-Hongos	tri		ʈ i	tri,tr			shimelman2017
435		ʈ - - -	18	EVIDENTIAL CONJECTURAL	Cacra-Hongos	tr		ʈ	tri,tr			shimelman2017
534		tʃ i - -	18	EVIDENTIAL CONJECTURAL	Cajamarca	chi		tʃ i	chi			quesada2006
595		tʃ a - -	1131	EVIDENTIAL CONJECTURAL	Chachapoyas	ča		tʃ a	ča			taylor1979
659		tʃ a r i	19	EVIDENTIAL CONJECTURAL	Chimborazo	cari		tʃ a r i	cari		'Unconfirmed opinion'. Fusion of cu + ri. bacuk + cari, lamb + Unc, 'it must be the lamb'.	beukema1975
733		tʃ a - -	1131	EVIDENTIAL CONJECTURAL	Cuzco	cha		tʃ a	cha			cusihuaman1976
923		tʃ i - -	18	EVIDENTIAL CONJECTURAL	Huallaga	či		tʃ i	či			
1031		ʈʂ a - -	18	EVIDENTIAL CONJECTURAL	Huanca	tra		ʈʂ a	tra			cerron1976
1129		ʈ i - -	18	EVIDENTIAL CONJECTURAL	Huangascar	tri		ʈ i	tri,tr			shimelman2017
1130		ʈ - - -	18	EVIDENTIAL CONJECTURAL	Huangascar	tr		ʈ	tri,tr			shimelman2017
1308		tʃ a r -	19	EVIDENTIAL CONJECTURAL	Inga	char		tʃ a r	char			tandioy1978
1375		ʈʂ i - -	18	EVIDENTIAL CONJECTURAL	Laraos	ĉi		ʈʂ i	ĉi			
1447		ʈ i - -	18	EVIDENTIAL CONJECTURAL	Lincha-Tana	tri		ʈ i	tri,tr			shimelman2017
1448		ʈ - - -	18	EVIDENTIAL CONJECTURAL	Lincha-Tana	tr		ʈ	tri,tr			shimelman2017
1691		tʃ a - -	1131	EVIDENTIAL CONJECTURAL	SanMartin	cha		tʃ a	cha			coombs1976
1773		ʈ i - -	18	EVIDENTIAL CONJECTURAL	SanPedro	tri		ʈ i	tri,tr			shimelman2017
1774		ʈ - - -	18	EVIDENTIAL CONJECTURAL	SanPedro	tr		ʈ	tri,tr			shimelman2017
1893		tʃ a - -	1131	EVIDENTIAL CONJECTURAL	Santiagueno	cha		tʃ a	cha			alderetes2001
1979		tʃ i - -	18	EVIDENTIAL CONJECTURAL	Tarma	chi		tʃ i	chi			adelaar1977
2084		tʂ i		EVIDENTIAL CONJECTURAL	Pacaraos	tri		tʂ i				
