ID	ALIGNMENT	COGIDS	CONCEPT	DOCULECT	FORM	SOURCE	TOKENS	VALUE	NOTE	BORROWING
922	ʎ a	2039	RESTRICTIVE	Huallaga	ʎa	weber1996	ʎ a	ʎa		
923	tʃ i	18	EVIDENTIAL CONJECTURAL	Huallaga	či	weber1996	tʃ i	či		
924	m i	1157	EVIDENTIAL DIRECT	Huallaga	mi	weber1996	m i	mi		
925	ʃ i	1198	EVIDENTIAL REPORTATIVE	Huallaga	ši	weber1996	ʃ i	ši		
927	i k u	1228	EXCEPTIONAL	Huallaga	yku	weber1996	i k u	yku	Puede indicar que la acción mentada por el verbo al que se afija se realizó con suficiente fuerza para que resultara existosa.	
930	p u r a	1256	EXCLUSIVE	Huallaga	pura	weber1996	p u r a	pura		
931	tʃ a	1272	FACTIVE	Huallaga	ča	weber1996	tʃ a	ča	Verbalizador transitivizante. Productividad limitada y semántica impredecible. /hatun-čakU-/ ‘agrandar (por ejemplo, una chacra)’, /maki-čakU-/ ‘robar repetidas veces (robos pequeños)’, /wasi-čakU-/ ‘actuar como dueño de una casa (que pertenece a otro)’	
934	ʃ a	1272	FACTIVE	Huallaga	ša	weber1996	ʃ a	ša		
935	i k a tʃ aː	1295	FREQUENTIVE	Huallaga	ykačaː	weber1996	i k a tʃ aː	ykačaː,kača/ča		
936	- k a tʃ a	1295	FREQUENTIVE	Huallaga	kača	weber1996	k a tʃ a	ykačaː,kača/ča		
937	- - - tʃ a	1295	FREQUENTIVE	Huallaga	ča	weber1996	tʃ a	ykačaː,kača/ča		
938	p a -	1315	GENITIVE	Huallaga	pa	weber1996	p a	pa		
941	p a q	1360	IMMINENT	Huallaga	paq	weber1996	p a q	paq	/Tuni-na-n-paq ka-yka-n/, caer-SUB-3P-PR ser-IMPF-3, ‘Está por caer’	
942	i	30	IMPERATIVE	Huallaga	y	weber1996	i	y		
943	- ʐ i	1397	INCEPTIVE	Huallaga	ri	weber1996	ʐ i	ri		
944	j aː	1419	INCHOATIVE	Huallaga	yaː	weber1996	j aː	yaː,paː/taː		
945	p aː	1553	IRREVERSIBLE CHANGE	Huallaga	paː	weber1996	p aː	yaː,paː/taː	alternación p/t	
946	t aː	1553	IRREVERSIBLE CHANGE	Huallaga	taː	weber1996	t aː	yaː,paː/taː		
948	n t i n	1443	INCLUSIVE	Huallaga	ntin	weber1996	n t i n	nintin,ntin		
949	i	30	INFINITIVE	Huallaga	y	weber1996	i	y		
950	w a n	1507	INSTRUMENTAL-COMITATIVE	Huallaga	wan	weber1996	w a n	wan		
952	p a k u	1561	JOINT ACTION	Huallaga	paku	weber1996	p a k u	paku	marcado como DIFFUSE; Modifica el significado de la raíz a la que se añade para indicar que la acción no se dirige hacia un objeto determinado, sino se dirige difusamente hacia muchos objetos. /-pakU/ cambia el foco desde la meta/objeto de una actividad a la actividad misma; por ejemplo: /aru-pakU-/ ‘trabajar por aquí y por allá, no para una persona determinada ni haciendo una tarea determinada’.	
953	- ( - ) j a ( q )	20	INTENSIFIER	Huallaga	yaq	weber1996	j a q	yaq, kama		
954	k a m a -	1578	LIMITATIVE	Huallaga	kama	weber1996	k a m a	yaq, kama		
955	tʃ au	1604	LOCATIVE	Huallaga	čaw	weber1996	tʃ au	čaw		
956	k u	1637	MIDDLE VOICE	Huallaga	ku	weber1996	k u	ku	Este sufijo es de uso muy común, posee un significado muy difuso, ‘en beneficio de uno mismo’, aproximadamente.	
957	s a p a	1656	MULTIPLE POSSESSIVE	Huallaga	sapa	weber1996	s a p a	sapa		
958	tʃ u	1682	NEGATION	Huallaga	ču	weber1996	tʃ u	ču		
959	p a	1705	NOMINALIZER OTHER	Huallaga	pa	weber1996	p a	pa	No muy productivo. /kaña-pa/ ‘área quemada para que rebrote el pasto’, /wiʎa-pa/ ‘noticias’, /puču-pa/ ‘sobras, sobrantes’	
961	n a	1711	NOMINALIZER NA	Huallaga	na	weber1996	n a	na	Concretizador, casi siempre precedido por -kU ‘REFlexivo	
962	k aː	1758	PASSIVE ACCIDENTAL	Huallaga	kaː	weber1996	k aː	kaː, raː		
964	ʐ - a	1770	PAST TENSE	Huallaga	ra	weber1996	ʐ a	ra		
965	ʃ - a	1800	PERFECTIVIZER	Huallaga	ša	weber1996	ʃ a	ša	NMLZ	
966	k u n a	1855	PLURAL	Huallaga	kuna	weber1996	k u n a	kuna		
967	j o q ( - - )	1887	POSSESSIVE	Huallaga	yoq	weber1996	j o q	yoq,niyoq		
969	i n a q	1913	PRIVATIVE	Huallaga	ynaq	weber1996	i n a q	ynaq		
970	a m a	1918	PROHIBITIVE	Huallaga	ama	weber1996	a m a	ama		
971	k ai	1927	PROXIMAL DEMONSTRATIVE	Huallaga	kay	weber1996	k ai	kay		
972	ʐ ai k u	1948	REASON	Huallaga	rayku	weber1996	ʐ ai k u	rayku,raygu		
973	ʐ ai g u	1948	REASON	Huallaga	raygu	weber1996	ʐ ai g u	rayku,raygu		
974	n a k u	1976	RECIPROCAL	Huallaga	naku	weber1996	n a k u	naku		
975	n a q	2022	REPORTATIVE PAST TENSE	Huallaga	naq	weber1996	n a q	naq	-ñaq/-sqa	
976	t u k u	2082	SIMULATIVE	Huallaga	tuku	weber1996	t u k u	tuku		
977	ʐ	2114	SUBORDINATOR IDSUB	Huallaga	r	weber1996	ʐ	r , špa, ʎpa	/-špa/ requiere la presencia de un sufijo posesivo, mientras que /-r/ no permite un sufijo.	
978	ʃ p a	2113	SUBORDINATOR IDSUB	Huallaga	špa	weber1996	ʃ p a	r , špa, ʎpa	/-špa/ requiere la presencia de un sufijo posesivo, mientras que /-r/ no permite un sufijo.	
979	ʎ p a	2113	SUBORDINATOR IDSUB	Huallaga	ʎpa	weber1996	ʎ p a	r , špa, ʎpa	/-špa/ requiere la presencia de un sufijo posesivo, mientras que /-r/ no permite un sufijo.	
980	p t i	2144	SUBORDINATOR DIFFSUB	Huallaga	pti	weber1996	p t i	pti, ša		
982	n n i n	2169	SUPERLATIVE	Huallaga	nnin	weber1996	n n i n	nnin,nin	/-nnin/ después de vocales cortas	
983	n - i n	2169	SUPERLATIVE	Huallaga	nin	weber1996	n i n	nnin,nin	/-nnin/ después de vocales cortas	
984	q a	2178	TOPIC	Huallaga	qa	weber1996	q a	qa		
985	q a	2178	TOPIC	Huallaga	qa	weber1996	q a	qa		
986	p u	2201	VERBAL BENEFACTIVE	Huallaga	pu	weber1996	p u	pu		
987	k a k u	2271	BODY-PLACEMENT	Huallaga	kaku	weber1996	k a k u	kaku	'Poner en’ cuando se añade a un sustantivo que se refiere a una parte del cuerpo.	
988	n a	2270	VERBALIZER	Huallaga	na	weber1996	n a	na		
989	p a k u	2271	BODY-PLACEMENT	Huallaga	paku	weber1996	p a k u	paku	Verbalizador intransitivizante. Convierte a un sustantivo en la acción característica de ese sustantivo /qonquir-pakU-/ ‘arrodillarse’.	
990	m a	4	1 OBJECT	Huanca	ma	cerron1976	m a	ma		
991	n tʃ i k	58	1PL POSSESSOR	Huanca	nchik	cerron1976	n tʃ i k	nchik		
992	n tʃ i k	58	1PL VERBAL	Huanca	nchik	cerron1976	n tʃ i k	nchik		
993	tʃ - - + w a n	111 3	1PL VERBAL CONDITIONAL	Huanca	chwan	cerron1976	tʃ + w a n	chwan		
994	ʃ u n	111	1PL VERBAL FUTURE	Huanca	shun	cerron1976	ʃ u n	shun		
995	t a n t a + ø/a	155 31	1S POSSESSOR	Huanca	tantaː	cerron1976	t a n t a + ø/a	tantaː		
996	k	206	1S SUBJECT 2S OBJECT	Huanca	k	cerron1976	k	k		
997	ʃ a + j k i	210 24	1S SUBJECT 2S OBJECT FUTURE	Huanca	shayki	cerron1976	ʃ a + j k i	shayki		
998	k aː/a + ø/a	234 236	1S VERBAL	Huanca	kaː	cerron1976	k aː/a + ø/a	kaː	verbal person pluralization with -paaku	
999	ʃ a q -	280	1S VERBAL FUTURE	Huanca	shaq	cerron1976	ʃ a q	shaq		
1000	j k i	348	2S POSSESSOR	Huanca	yki	cerron1976	j k i	yki		
1001	n k i	370	2S VERBAL	Huanca	nki	cerron1976	n k i	nki		
1002	n q a	446	3S FUTURE	Huanca	nqa	cerron1976	n q a	nqa		
1003	n	466	3S POSSESSOR	Huanca	n	cerron1976	n	n		
1004	ʃ u - - - + n k i	337 528	3S SUBJECT 2S OBJECT	Huanca	shunki	cerron1976	ʃ u + n k i	shunki		
1005	n	546	3S VERBAL	Huanca	n	cerron1976	n	n		
1006	p i q t a	5	ABLATIVE	Huanca	piqta	cerron1976	p i q t a	piqta		
1007	j ʃ i	598	ACCOMPANIMENT	Huanca	yshi	cerron1976	j ʃ i	yshi		
1008	k t a	10	ACCUSATIVE	Huanca	kta	cerron1976	k t a	kta	/k/ no se da en Jauja; en lo demás: solo después de vocales breves	
1009	p i s	639	ADDITIVE	Huanca	pis	cerron1976	p i s	pis, si		
1010	s i	640	ADDITIVE	Huanca	si	cerron1976	s i	pis, si		
1011	q	674	AGENTIVE	Huanca	q	cerron1976	q	q		
1012	ʃ	708	ATTRIBUTIVE	Huanca	sh	cerron1976	ʃ	sh	llorón, etc	
1013	p a q	720	BENEFACTIVE	Huanca	paq	cerron1976	p a q	paq		
1014	tʃ a -	754	INTERROGATION	Huanca	chaa	cerron1976	tʃ a	chaa	chaa: categoric question	
1015	tʃ i	766	CAUSATIVE	Huanca	chi	cerron1976	tʃ i	chi		
1016	m a	800	CISLOCATIVE	Huanca	ma	cerron1976	m a	ma		
1017	n a w	9	COMPARATIVE	Huanca	naw	cerron1976	n a w	naw		
1018	l a q	877	CONTINUATIVE	Huanca	laq	cerron1976	l a q	laq		
1019	ɾ aː	11	UNINTERRUPTED ACTION	Huanca	raa	cerron1976	ɾ aː	raa		
1020	m a n	911	DATIVE/ILATIVE	Huanca	man	cerron1976	m a n	man		
1021	n aː - -	939	DESIDERATIVE	Huanca	naa	cerron1976	n aː	naa		
1022	tʃ a	976	DIMINUTIVE	Huanca	cha	cerron1976	tʃ a	cha		
1023	j - k u	1007	DIRECTIONAL INSIDE	Huanca	yku	cerron1976	j k u	yku	acción dinamica? antes: direcional	
1024	q l u	1014	DIRECTIONAL OUTSIDE	Huanca	qlu	cerron1976	q l u	qlu	losing its meaning; now: educational, emphatic	
1025	l p u	1000	DIRECTIONAL DOWN	Huanca	lpu	cerron1976	l p u	lpu		
1026	l k u	993	DIRECTIONAL UP	Huanca	lku	cerron1976	l k u	lku		
1027	i k aː	16	PROGRESSIVE	Huanca	ykaa	cerron1976	i k aː	ykaa		
1029	a l i	1095	EMPHATIC	Huanca	ali	cerron1976	a l i	ali	some unexpected pluralizing semantics?	
1030	ʎ aː	2039	RESTRICTIVE	Huanca	llaa	cerron1976	ʎ aː	llaa		
1031	ʈʂ a	18	EVIDENTIAL CONJECTURAL	Huanca	tra	cerron1976	ʈʂ a	tra		
1032	m i	1157	EVIDENTIAL DIRECT	Huanca	mi	cerron1976	m i	mi		
1033	a ɾ i	1095	EMPHATIC	Huanca	ari	cerron1976	a ɾ i	ari	confirmar y subrayas la afirmación o negación	
1034	ʃ i	1198	EVIDENTIAL REPORTATIVE	Huanca	shi	cerron1976	ʃ i	shi		
1035	p u l a	1256	EXCLUSIVE	Huanca	pula	cerron1976	p u l a	pula		
1036	tʃ a	1272	FACTIVE	Huanca	cha	cerron1976	tʃ a	cha		
1037	t a n	1293	FAMILIARITY	Huanca	tan	cerron1976	t a n	tan		
1038	p a -	1315	GENITIVE	Huanca	pa	cerron1976	p a	pa		
1039	n j a	1345	HABITUAL	Huanca	nya	cerron1976	n j a	nya	also an analytical solution with ka-q	
1040	i	30	IMPERATIVE	Huanca	y	cerron1976	i	y		
1041	- l i	1397	INCEPTIVE	Huanca	li	cerron1976	l i	li		
1042	j aː	1419	INCHOATIVE	Huanca	yaa	cerron1976	j aː	yaa		
1043	n t i n	1443	INCLUSIVE	Huanca	ntin	cerron1976	n t i n	ntin		
1044	i	30	INFINITIVE	Huanca	y	cerron1976	i	y		
1045	tʃ u n	1486	INJUNCTIVE	Huanca	chun	cerron1976	tʃ u n	chun		
1046	w a n	1507	INSTRUMENTAL-COMITATIVE	Huanca	wan	cerron1976	w a n	wan		
1047	t j a	1549	INTERRUPTED ACTION	Huanca	tya	cerron1976	t j a	tya	cognative with simulative tija?	
1048	t aː	1553	IRREVERSIBLE CHANGE	Huanca	taa	cerron1976	t aː	taa	ennegrezer, ensangar, etc	
1050	p a k u	1561	JOINT ACTION	Huanca	paku	cerron1976	p a k u	paku	combined with middle voice -ku	
1051	k a m a -	1578	LIMITATIVE	Huanca	kama	cerron1976	k a m a	kama		
1052	ʈʂ au	1604	LOCATIVE	Huanca	traw	cerron1976	ʈʂ au	traw		
1053	k u	1637	MIDDLE VOICE	Huanca	ku	cerron1976	k u	ku		
1054	s a p a	1656	MULTIPLE POSSESSIVE	Huanca	sapa	cerron1976	s a p a	sapa, taa		
1055	t aː	1657	MULTIPLE POSSESSIVE	Huanca	taa	cerron1976	t aː	sapa, taa	-taa only in very few regions	
1056	tʃ u	1682	NEGATION	Huanca	chu	cerron1976	tʃ u	chu		
1057	n a	1711	NOMINALIZER NA	Huanca	na	cerron1976	n a	na		
1058	l q a	1770	PAST TENSE	Huanca	lqa	cerron1976	l q a	lqa		
1059	ʃ - a	1800	PERFECTIVIZER	Huanca	sha	cerron1976	ʃ a	sha		
1060	k u n a	1855	PLURAL	Huanca	kuna	cerron1976	k u n a	kuna		
1061	j u q ( - - )	1887	POSSESSIVE	Huanca	yuq	cerron1976	j u q	yuq		
1062	n a q	1913	PRIVATIVE	Huanca	nnaq	cerron1976	n a q	nnaq		
1063	l ai k u	1948	REASON	Huanca	layku	cerron1976	l ai k u	layku		
1064	n a - -	1976	RECIPROCAL	Huanca	na	cerron1976	n a	na		
1065	- - - ʈʂ a + k u	1295	FREQUENTIVE	Huanca	traku	cerron1976	ʈʂ a + k u	traku		
1066	ɲ a q	2022	REPORTATIVE PAST TENSE	Huanca	ñaq	cerron1976	ɲ a q	ñaq	a veces pierde la consonante	
1068	t a q	2063	SEQUENTIAL	Huanca	taq	cerron1976	t a q	taq		
1069	t u k u	2082	SIMULATIVE	Huanca	tuku	cerron1976	t u k u	tuku		
1070	ʃ t i -	2097	SUBORDINATOR ADVERBIAL	Huanca	shti	cerron1976	ʃ t i	shti		
1071	l	2114	SUBORDINATOR IDSUB	Huanca	l	cerron1976	l	l		
1072	p t i	2144	SUBORDINATOR DIFFSUB	Huanca	pti	cerron1976	p t i	pti		
1073	k a s k a	2170	SUPERLATIVE	Huanca	kaska	cerron1976	k a s k a	kaska	hatun-kaska: más grande	
1074	l a n	2173	SURPRISE	Huanca	lan	cerron1976	l a n	lan		
1075	q a	2178	TOPIC	Huanca	qa	cerron1976	q a	qa		
1076	s j a	2249	VERBAL AUMENTATIVE	Huanca	sya	cerron1976	s j a	sya	superlative + transformative, not very productive	
1077	p u	2201	VERBAL BENEFACTIVE	Huanca	pu	cerron1976	p u	pu		
1078	p aː	2008	REPETITIVE	Huanca	paa	cerron1976	p aː	paa		
1079	p aː k u	2264	VERBAL PLURAL	Huanca	paaku	cerron1976	p aː k u	paaku, lkaa		
1080	l k a a	2265	VERBAL PLURAL	Huanca	lkaa	cerron1976	l k a a	paaku, lkaa		
1081	ɲ a	1019	DISCONTINUATIVE	Huanca	ña	cerron1976	ɲ a	ña		
1082	m a	4	1 OBJECT	Huangascar	ma	shimelman2017	m a	ma		
1083	j k i	24	1S SUBJECT 2S OBJECT	Huangascar	yki	shimelman2017	j k i	yki		
1084	n tʃ i k	58	1PL POSSESSOR	Huangascar	nchik	shimelman2017	n tʃ i k	nchik		
1085	n tʃ i k	58	1PL VERBAL	Huangascar	nchik	shimelman2017	n tʃ i k	nchik		
1086	tʃ u - + w a n	111 3	1PL VERBAL CONDITIONAL	Huangascar	chuwan	shimelman2017	tʃ u + w a n	chuwan		
1087	ʃ u n	111	1PL VERBAL FUTURE	Huangascar	shun	shimelman2017	ʃ u n	shun		
1088	t a n t a + ø/a	155 31	1S POSSESSOR	Huangascar	tantaː	shimelman2017	t a n t a + ø/a	tantaː		
1089	ʃ q a + j k i	210 24	1S SUBJECT 2S OBJECT FUTURE	Huangascar	shqayki	shimelman2017	ʃ q a + j k i	shqayki	variation between sh and s	
1090	k aː/a + ø/a	234 236	1S VERBAL	Huangascar	kaː	shimelman2017	k aː/a + ø/a	kaː		
1091	ʃ a q -	280	1S VERBAL FUTURE	Huangascar	shaq	shimelman2017	ʃ a q	shaq		
1092	n k i + m a n	326 40	2S CONDITIONAL	Huangascar	nki-man	shimelman2017	n k i + m a n	waq		
1093	ʃ u - - -	337	2S OBJECT	Huangascar	shu	shimelman2017	ʃ u	shu		
1094	j k i	348	2S POSSESSOR	Huangascar	yki	shimelman2017	j k i	yki		
1095	w a + n k i	3 370	2S SUBJECT 1S OBJECT	Huangascar	wanki	shimelman2017	w a + n k i	wanki		
1096	n k i	370	2S VERBAL	Huangascar	nki	shimelman2017	n k i	nki		
1097	n q a	446	3S FUTURE	Huangascar	nqa	shimelman2017	n q a	nqa		
1098	n	466	3S POSSESSOR	Huangascar	n	shimelman2017	n	n		
1099	m a + n tʃ i k	4 486	3S SUBJECT 1PL OBJECT	Huangascar	manchik	shimelman2017	m a + n tʃ i k	manchik		
1100	m a + n	4 546	3S SUBJECT 1S OBJECT	Huangascar	man	shimelman2017	m a + n	man		
1101	ʃ u + n k i	337 528	3S SUBJECT 2S OBJECT	Huangascar	shunki	shimelman2017	ʃ u + n k i	shunki		
1102	n	546	3S VERBAL	Huangascar	n	shimelman2017	n	n		
1103	p a q	1	ABLATIVE	Huangascar	paq	shimelman2017	p a q	paq		
1104	- ʃ i	598	ACCOMPANIMENT	Huangascar	shi	shimelman2017	ʃ i	shi,si		
1105	- s i	598	ACCOMPANIMENT	Huangascar	si	shimelman2017	s i	shi,si		
1106	t a	614	ACCUSATIVE	Huangascar	ta	shimelman2017	t a	ta		
1107	p i s	639	ADDITIVE	Huangascar	pis	shimelman2017	p i s	pis,s		
1109	q	674	AGENTIVE	Huangascar	q	shimelman2017	q	q		
1110	p a q	720	BENEFACTIVE	Huangascar	paq	shimelman2017	p a q	paq		
1111	tʃ i	766	CAUSATIVE	Huangascar	chi	shimelman2017	tʃ i	chi		
1113	m u	800	CISLOCATIVE	Huangascar	mu	shimelman2017	m u	mu		
1114	h i n a	824	COMPARATIVE	Huangascar	hina	shimelman2017	h i n a	hina		
1115	m a n	853	CONDITIONAL	Huangascar	man	shimelman2017	m a n	man		
1116	ɾ a q	877	CONTINUATIVE	Huangascar	raq	shimelman2017	ɾ a q	raq		
1117	m a n	911	DATIVE/ILATIVE	Huangascar	man	shimelman2017	m a n	man		
1118	n a j a	939	DESIDERATIVE	Huangascar	naya	shimelman2017	n a j a	naya		
1119	ɾ a j a	968	DETRANSITIVIZER	Huangascar	raya	shimelman2017	ɾ a j a	raya		
1120	tʃ a	976	DIMINUTIVE	Huangascar	cha	shimelman2017	tʃ a	cha		
1121	ɲ a	1019	DISCONTINUATIVE	Huangascar	ña	shimelman2017	ɲ a	ña		
1122	tʃ u	1029	DISJUNCTIVE	Huangascar	chu	shimelman2017	tʃ u	chu		
1123	tʃ ai	1036	DISTAL DEMONSTRATIVE	Huangascar	chay	shimelman2017	tʃ ai	chay		
1124	w a k	1046	DISTAL REMOVED DEMONSTRATIVE	Huangascar	wak	shimelman2017	w a k	wak		
1126	j - a	16	PROGRESSIVE	Huangascar	ya	shimelman2017	j a	ya		
1127	a ɾ i	1095	EMPHATIC	Huangascar	ari	shimelman2017	a ɾ i	ari		
1128	- ( - ) j a ( - )	20	INTENSIFIER	Huangascar	ya	shimelman2017	j a	ya		
1129	ʈ i	18	EVIDENTIAL CONJECTURAL	Huangascar	tri	shimelman2017	ʈ i	tri,tr		
1130	ʈ -	18	EVIDENTIAL CONJECTURAL	Huangascar	tr	shimelman2017	ʈ	tri,tr		
1131	m i	1157	EVIDENTIAL DIRECT	Huangascar	mi	shimelman2017	m i	mi,m		
1132	m -	1157	EVIDENTIAL DIRECT	Huangascar	m	shimelman2017	m	mi,m		
1133	i k	1184	EVIDENTIAL MODIFIER	Huangascar	ik	shimelman2017	i k	ik		
1134	- i k i	1191	EVIDENTIAL MODIFIER (STRONGEST)	Huangascar	iki	shimelman2017	i k i	iki		
1135	ʃ i	1198	EVIDENTIAL REPORTATIVE	Huangascar	shi	shimelman2017	ʃ i	shi,sh		
1136	ʃ -	1198	EVIDENTIAL REPORTATIVE	Huangascar	sh	shimelman2017	ʃ	shi,sh		
1137	i k u	1228	EXCEPTIONAL	Huangascar	yku	shimelman2017	i k u	yku,yka/ika/iku		
1138	i k a	1228	EXCEPTIONAL	Huangascar	yka	shimelman2017	i k a	yku,yka/ika/iku		
1139	i k a	1228	EXCEPTIONAL	Huangascar	ika	shimelman2017	i k a	yku,yka/ika/iku		
1140	i k u	1228	EXCEPTIONAL	Huangascar	iku	shimelman2017	i k u	yku,yka/ika/iku		
1141	p u ɾ a	1256	EXCLUSIVE	Huangascar	pura	shimelman2017	p u ɾ a	pura		
1142	tʃ a	1272	FACTIVE	Huangascar	cha	shimelman2017	tʃ a	cha		
1143	- k a ʈ a	1295	FREQUENTIVE	Huangascar	katra	shimelman2017	k a ʈ a	katra		
1144	p a -	1315	GENITIVE	Huangascar	pa	shimelman2017	p a	pa,pi		
1145	p i -	1315	GENITIVE	Huangascar	pi	shimelman2017	p i	pa,pi		
1146	i	30	IMPERATIVE	Huangascar	y	shimelman2017	i	y		
1147	- ɾ i	1397	INCEPTIVE	Huangascar	ri	shimelman2017	ɾ i	ri		
1148	j a	1419	INCHOATIVE	Huangascar	ya	shimelman2017	j a	ya		
1149	n t i n	1443	INCLUSIVE	Huangascar	ntin	shimelman2017	n t i n	ntin		
1150	i	30	INFINITIVE	Huangascar	y	shimelman2017	i	y		
1151	tʃ u n	1486	INJUNCTIVE	Huangascar	chun	shimelman2017	tʃ u n	chun		
1152	w a n	1507	INSTRUMENTAL-COMITATIVE	Huangascar	wan	shimelman2017	w a n	wan		
1154	t a m u	1553	IRREVERSIBLE CHANGE	Huangascar	tamu	shimelman2017	t a m u	tamu		
1156	p aː k u	1561	JOINT ACTION	Huangascar	paːku	shimelman2017	p aː k u	paku,paːku		
1157	k a m a -	1578	LIMITATIVE	Huangascar	kama	shimelman2017	k a m a	kama		
1158	p a	1603	LOCATIVE	Huangascar	pa	shimelman2017	p a	pa,pi		
1159	p i	1603	LOCATIVE	Huangascar	pi	shimelman2017	p i	pa,pi		
1160	k u	1637	MIDDLE VOICE	Huangascar	ku	shimelman2017	k u	ku	U	
1161	s a p a	1656	MULTIPLE POSSESSIVE	Huangascar	sapa	shimelman2017	s a p a	sapa		
1162	p u k u	1676	MUTUAL BENEFIT	Huangascar	puku	shimelman2017	p u k u	puku		
1163	tʃ u	1682	NEGATION	Huangascar	chu	shimelman2017	tʃ u	chu		
1164	n a	1711	NOMINALIZER NA	Huangascar	na	shimelman2017	n a	na		
1166	m a s i	1746	PARTNERSHIP	Huangascar	masi	shimelman2017	m a s i	masi		
1167	k a	1758	PASSIVE ACCIDENTAL	Huangascar	ka	shimelman2017	k a	ka		
1168	ɾ q a	1770	PAST TENSE	Huangascar	rqa	shimelman2017	ɾ q a	rqa		
1169	ʃ - a	1800	PERFECT	Huangascar	sha	shimelman2017	ʃ a	sha,sa		
1170	s - a	1800	PERFECT	Huangascar	sa	shimelman2017	s a	sha,sa		
1171	ʃ - a	1800	PERFECTIVIZER	Huangascar	sha	shimelman2017	ʃ a	sha,sa	nmlz	
1172	s - a	1800	PERFECTIVIZER	Huangascar	sa	shimelman2017	s a	sha,sa	nmlz	
1173	k u n a	1855	PLURAL	Huangascar	kuna	shimelman2017	k u n a	kuna		
1174	j o q ( - - )	1887	POSSESSIVE	Huangascar	yuq	shimelman2017	j o q	yuq		
1175	a m a	1918	PROHIBITIVE	Huangascar	ama	shimelman2017	a m a	ama		
1176	k ai	1927	PROXIMAL DEMONSTRATIVE	Huangascar	kay	shimelman2017	k ai	kay		
1178	ɾ ai k u	1948	REASON	Huangascar	rayku	shimelman2017	ɾ ai k u	rayku		
1179	n a k u	1976	RECIPROCAL	Huangascar	naku	shimelman2017	n a k u	naku,naka		
1180	n a k a	1976	RECIPROCAL	Huangascar	naka	shimelman2017	n a k a	naku,naka		
1181	p a	2008	REPETITIVE	Huangascar	pa	shimelman2017	p a	pa		
1182	ʃ q a	2021	REPORTATIVE PAST TENSE	Huangascar	shqa	shimelman2017	ʃ q a	shqa		
1183	ʎ a	2039	RESTRICTIVE	Huangascar	lla	shimelman2017	ʎ a	lla		
1184	t a q	2063	SEQUENTIAL	Huangascar	taq	shimelman2017	t a q	taq		
1185	t u k u	2082	SIMULATIVE	Huangascar	tuku	shimelman2017	t u k u	tuku		
1186	ʃ t i n	2097	SUBORDINATOR ADVERBIAL	Huangascar	shtin	shimelman2017	ʃ t i n	shtin		
1187	ʃ p a	2113	SUBORDINATOR IDSUB	Huangascar	shpa	shimelman2017	ʃ p a	shpa		
1188	p t i	2144	SUBORDINATOR DIFFSUB	Huangascar	pti	shimelman2017	p t i	pti		
1189	q a	2178	TOPIC	Huangascar	qa	shimelman2017	q a	qa		
1190	p u	2201	VERBAL BENEFACTIVE	Huangascar	pu	shimelman2017	p u	pu,pa		
1191	p a	2201	VERBAL BENEFACTIVE	Huangascar	pa	shimelman2017	p a	pu,pa		
1192	ɾ a	11	UNINTERRUPTED ACTION	Huangascar	ra	shimelman2017	ɾ a	ra		
1193	ɾ - u	2234	URGENT	Huangascar	ru	shimelman2017	ɾ u	ru,ra		
1194	ɾ - a	2234	URGENT	Huangascar	ra	shimelman2017	ɾ a	ru,ra		
1195	n a	2270	VERBALIZER	Huangascar	na	shimelman2017	n a	na	some reciprocal action	
1196	m a	4	1 OBJECT	HuarazHuailas	ma	parker1976	m a	ma		
1198	n ts i k	58	1PL POSSESSOR	HuarazHuailas	ntsik	parker1976	n ts i k	ntsik, nintsik	-ni eufónico en C#/ V# La distinción entre EXCL e INCL no se recoje en la flexión nominal.	
1200	n ts i k	58	1PL VERBAL	HuarazHuailas	ntsik	parker1976	n ts i k	ntsik		
1201	ʃ - -	111 3	1PL VERBAL CONDITIONAL	HuarazHuailas	shman	parker1976	ʃ + w a n	yaaman		
1202	ʃ u n	111	1PL VERBAL FUTURE	HuarazHuailas	shun	parker1976	ʃ u n	shun		
1203	t a n t a + ø/a	155 31	1S POSSESSOR	HuarazHuailas	tantaː	parker1976	t a n t a + ø/a	tantaː	-nii si la raíz = C# /V:#	
1204	q	206	1S SUBJECT 2S OBJECT	HuarazHuailas	q	parker1976	q	q		
1205	ʃ q a + j k i	210 24	1S SUBJECT 2S OBJECT FUTURE	HuarazHuailas	shqayki	parker1976	ʃ q a + j k i	shqayki		
1206	k aː/a + ø/a	234 236	1S VERBAL	HuarazHuailas	kaː	parker1976	k aː/a + ø/a	kaː		
1207	ʃ a q -	280	1S VERBAL FUTURE	HuarazHuailas	shaq	parker1976	ʃ a q	shaq		
1209	m aː + n k i	4 370	2S SUBJECT 1S OBJECT	HuarazHuailas	maanki	parker1976	m aː + n k i	maanki		
1210	n k i	370	2S VERBAL	HuarazHuailas	nki	parker1976	n k i	nki		
1212	n q a	446	3S FUTURE	HuarazHuailas	nqa	parker1976	n q a	nqa		
1213	n	466	3S POSSESSOR	HuarazHuailas	n	parker1976	n	n		
1214	m aː + n ts i k	4 486	3S SUBJECT 1PL OBJECT	HuarazHuailas	maantsik	parker1976	m aː + n ts i k	maantsik		
1215	m aː + n	4 546	3S SUBJECT 1S OBJECT	HuarazHuailas	maan	parker1976	m aː + n	maan		
